file,player,build,Pylon 1,Pylon 2,Pylon 3,Pylon 4,Pylon 5,Gateway 1,Gateway 2,Gateway 3,Gateway 4,Gateway 5,Assimilator 1,Assimilator 2,Stargate 1,Stargate 2,Stargate 3,Stargate 4,Stargate 5,Forge 1,Citadel of Adun,Robotics Facility,Templar Archives,Robotics Support Bay,Photon Cannon 1,Photon Cannon 2,Photon Cannon 3,Photon Cannon 4,Photon Cannon 5,Observatory,Fleet Beacon,Arbiter Tribunal,Nexus 1,Nexus 2
Oa-DQddEpvLFBPkrZfoLRNbOif5VyI8-a1risZCNlYU.rep,벌쳐너무약해요,,1249,4908,4958,6921,-1,4474,5686,6715,-1,-1,5028,-1,-1,-1,-1,-1,-1,1891,-1,-1,-1,-1,2614,3523,3544,-1,-1,-1,-1,-1,3968,-1
Oa-DQddEpvLFBPkrZfoLRNbOif5VyI8-a1risZCNlYU.rep,Spicy,,1278,4183,-1,-1,-1,3894,4796,7056,-1,-1,5179,6071,6985,-1,-1,-1,-1,1975,-1,-1,-1,-1,2974,3026,-1,-1,-1,-1,-1,-1,3501,-1
oTcoA8EYJ_dz0G2C_4axnAu9vunMp6Zs4ANuq4Uayno.rep,Spicy,,1242,3037,3891,5663,6933,1904,2568,4945,-1,-1,6329,-1,-1,-1,-1,-1,-1,4849,-1,-1,-1,-1,6100,6163,-1,-1,-1,-1,-1,-1,-1,-1
pd7_bAQuuaNeqG-anWpzmq7xoz1wpj32pZhXhvtPxJI.rep,비두로기,,1311,2905,4319,6773,-1,3485,6144,-1,-1,-1,4414,-1,-1,-1,-1,-1,-1,1886,-1,-1,-1,-1,3022,-1,-1,-1,-1,-1,-1,-1,6227,-1
pd7_bAQuuaNeqG-anWpzmq7xoz1wpj32pZhXhvtPxJI.rep,Super Shy,,1276,4264,6686,6857,-1,3968,4859,-1,-1,-1,4955,6479,-1,-1,-1,-1,-1,1989,-1,-1,-1,-1,2960,-1,-1,-1,-1,-1,-1,-1,3463,-1
pOXcVdr7w9Ie-49qljFdJwUi9t8pM_pkNqh_lsfxhyA.rep,Spicy,,1232,4229,5263,5621,5646,3963,5186,6080,-1,-1,-1,-1,-1,-1,-1,-1,-1,1971,-1,-1,-1,-1,2941,6198,-1,-1,-1,-1,-1,-1,3533,-1
PqMUZVZCuXsCIHZjb79mOJg3Ypy9cpGLNf9QbgN-RqE.rep,LK99 플토,,1178,3230,3960,5088,-1,1967,2546,4546,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
PqMUZVZCuXsCIHZjb79mOJg3Ypy9cpGLNf9QbgN-RqE.rep,비두로기,,1158,3360,3418,4430,4522,1808,2664,4083,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
PwYCNpCwq-aPIJklbUNy4ne8U91do0QFdMACD-0mUQw.rep,LargeWOK,,1147,2969,3755,5527,6361,1838,2465,-1,-1,-1,4330,-1,6008,6022,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
PzFB-VA15xwcqG-BmVKxBYfNdQPxQgKeAFTjzXPli9U.rep,obj,,788,4080,5829,-1,-1,1519,2162,-1,-1,-1,3565,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Q7RfUR2zyh4HaYIrU-OT3pjney4FPiL-iKXpUiTAHZs.rep,Hyyr,,1127,3332,5112,6164,-1,1880,4957,-1,-1,-1,2410,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Q7RfUR2zyh4HaYIrU-OT3pjney4FPiL-iKXpUiTAHZs.rep,Gandalfin,,1145,1152,1160,2999,3828,1724,2201,-1,-1,-1,6658,-1,-1,-1,-1,-1,-1,5060,-1,-1,-1,-1,6383,-1,-1,-1,-1,-1,-1,-1,-1,-1
QIwOIIR23m-9i2aIvWx-VaFgPC1oO-ITR54B1GBS6wU.rep,LK99 플토,,1226,3633,5317,5353,-1,1802,4676,-1,-1,-1,2300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QIwOIIR23m-9i2aIvWx-VaFgPC1oO-ITR54B1GBS6wU.rep,매너있는사람,,1020,3455,6420,6857,-1,1805,4289,-1,-1,-1,2473,-1,-1,-1,-1,-1,-1,6779,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
qOIwDquiWTB3OrNDBeaYzZT9u-P1PBHML7un9OAvcIU.rep,EastHampton,,1213,3945,4251,4527,6306,1866,2777,-1,-1,-1,5701,-1,-1,-1,-1,-1,-1,3506,-1,-1,-1,-1,5083,5274,6888,6944,6968,-1,-1,-1,-1,-1
Qrtawd5d2J2me7HwjZtlhCt-Os2LW8EXyVQ_Vw_a6Ok.rep,Gandalfin,,1116,2816,4206,-1,-1,1670,2017,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Qrtawd5d2J2me7HwjZtlhCt-Os2LW8EXyVQ_Vw_a6Ok.rep,RAFINHAAA,,1158,3261,-1,-1,-1,1884,2602,-1,-1,-1,4262,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QXBxkVAdObLDwmW-yR6vsCYvg7lfY8lyvSLjqDZHisc.rep,매너있는사람,,1048,4462,5640,-1,-1,1860,3345,5446,-1,-1,2369,2686,-1,-1,-1,-1,-1,5363,-1,-1,-1,-1,6111,-1,-1,-1,-1,-1,-1,-1,-1,-1
QXBxkVAdObLDwmW-yR6vsCYvg7lfY8lyvSLjqDZHisc.rep,비두로기,,1385,4491,5184,5309,-1,3192,-1,-1,-1,-1,3266,6711,-1,-1,-1,-1,-1,1960,-1,-1,-1,-1,2658,5703,-1,-1,-1,-1,-1,-1,4369,-1
QYfqmjkuls66t-_c5DXneSXjxcULAQf5mHaYLsU6wwA.rep,EastHampton,,1613,3460,4624,5238,5789,2419,3079,-1,-1,-1,2157,6481,-1,-1,-1,-1,-1,6124,-1,-1,-1,-1,6862,-1,-1,-1,-1,-1,-1,-1,-1,-1
RnG1D_8QMeXoSAJKUY17kuK7BSh4HZ0AYr6hKfz0H78.rep,Memnon,,1200,3060,3092,4692,6638,4353,4430,-1,-1,-1,4936,-1,-1,-1,-1,-1,-1,2252,-1,-1,-1,-1,3449,3474,-1,-1,-1,-1,-1,-1,3987,-1
RQnQ-6Dl2px47mo0zC1SP6ClmEhHDCQT4CPxrtKy7Ac.rep,EastHampton,,1227,2882,3732,5127,6284,1802,2581,-1,-1,-1,3071,-1,5469,-1,-1,-1,-1,4777,-1,-1,-1,-1,5765,6964,-1,-1,-1,-1,-1,-1,-1,-1
rRbWElwGkZ54IEkLQqWwuZxBAw0zU-Y-0xbFfwVdSWk.rep,SpaceDominator,,1311,3513,5402,7099,-1,1929,4600,-1,-1,-1,2178,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6928,-1
rRbWElwGkZ54IEkLQqWwuZxBAw0zU-Y-0xbFfwVdSWk.rep,Polarity[BGN],,1177,3447,5089,5959,-1,1891,3977,6882,-1,-1,2393,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
rRbWElwGkZ54IEkLQqWwuZxBAw0zU-Y-0xbFfwVdSWk.rep,FBS,,1216,3419,5150,6362,-1,2017,4158,-1,-1,-1,2252,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
RtNtZgHsDAp_AbhH5MCC-qKynSaoNiPJnIrSVqhJ7ww.rep,Death__yell,,1172,1186,3222,3232,3501,1821,2351,6102,-1,-1,4600,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
S3QF8kefp6nasrod6XLzbtx9Kql9Wn4AnFWV2IWBbH0.rep,C0CAINEBEAR,,1209,2729,4877,-1,-1,1855,2375,6234,6243,6250,3354,-1,-1,-1,-1,-1,-1,6307,-1,-1,-1,-1,7079,7100,-1,-1,-1,-1,-1,-1,-1,-1
S70jloMGt2DpBq_MhHWxg8qRDF4b7iqCZQZyuurjJzw.rep,EastHampton,,1189,3004,4318,6804,-1,1826,2344,-1,-1,-1,3991,-1,-1,-1,-1,-1,-1,4098,-1,-1,-1,-1,5371,6449,-1,-1,-1,-1,-1,-1,-1,-1
SBIB6-I9EaVZMar_YodnbBettjPeAG4X85ML1CYcVr0.rep,J.Robert Oppenheimer,,1144,3262,4386,6112,-1,1963,2587,4699,-1,-1,6625,-1,-1,-1,-1,-1,-1,6759,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
SBIB6-I9EaVZMar_YodnbBettjPeAG4X85ML1CYcVr0.rep,비두로기,,1193,1226,3344,4734,5972,1773,2450,3123,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6865,-1
sIVLynJYLKYJG3vQsEMPCxBwsIgbxdI9DfY25I2QFaM.rep,LK99 플토,,1252,4186,4203,-1,-1,2498,-1,-1,-1,-1,5504,-1,-1,-1,-1,-1,-1,1990,-1,-1,-1,-1,3635,-1,-1,-1,-1,-1,-1,-1,4834,-1
TVPaSqm78IRGgihOdnjJ0esTAqRR9SUkVIYcxI9-e8U.rep,EastHampton,,1224,2299,3263,4037,5906,1880,2802,5519,-1,-1,4290,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tzi3VMnI5yXImoeqkvzMBkFsdlpNRan7DzVPn88GdmI.rep,Gandalfin,,1158,3084,3841,6119,6777,1820,1832,2426,2435,4566,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tzi3VMnI5yXImoeqkvzMBkFsdlpNRan7DzVPn88GdmI.rep,richieha,,1140,2944,5457,-1,-1,1825,2427,4875,-1,-1,3755,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
u4_1E8OXe_Cp5JY2XPDqyEgG7mUdnihrio0E_hVE88s.rep,iCe,,1138,2948,3858,6714,-1,1768,2370,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4648,-1,-1,-1,-1,5576,5587,5653,6022,6585,-1,-1,-1,-1,-1
UHBpa3VZ8MQCcNcCchRkQaMxwEylVwW9jzvrw5rjzA4.rep,J.Robert Oppenheimer,,1221,2766,5089,5837,-1,1932,2883,6929,-1,-1,4009,-1,-1,-1,-1,-1,-1,3649,-1,-1,-1,-1,6296,-1,-1,-1,-1,-1,-1,-1,-1,-1
UHBpa3VZ8MQCcNcCchRkQaMxwEylVwW9jzvrw5rjzA4.rep,비두로기,,1213,3126,4297,5035,6196,1793,2477,-1,-1,-1,5283,5364,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
UWAn8wkMrg2KvuQZ9_oFkqhJRcM5543-XOD5DJ15gSg.rep,chessbrah,,1164,3139,3954,4913,5879,1819,2458,-1,-1,-1,5286,-1,-1,-1,-1,-1,-1,4369,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
UX-zNCYz8q77LMqe7wWIuyaXWh_b2qg5GQUjACgzpLQ.rep,Hyyr,,1212,3398,5600,-1,-1,1971,4261,-1,-1,-1,2840,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
UX-zNCYz8q77LMqe7wWIuyaXWh_b2qg5GQUjACgzpLQ.rep,Nc[Sanchez],,1155,2447,4118,4624,5283,1789,2207,-1,-1,-1,6380,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
UX-zNCYz8q77LMqe7wWIuyaXWh_b2qg5GQUjACgzpLQ.rep,Gandalfin,,1224,3121,4712,-1,-1,1834,2185,-1,-1,-1,6400,-1,-1,-1,-1,-1,-1,5790,-1,-1,-1,-1,6777,-1,-1,-1,-1,-1,-1,-1,-1,-1
vg1YbTZWFyLUH3PAyAKVFTYePJc3budRZbW8LboXiu0.rep,Hyyr,,1145,2645,4128,5674,-1,2096,2149,-1,-1,-1,4719,-1,-1,-1,-1,-1,-1,5097,-1,-1,-1,-1,5911,-1,-1,-1,-1,-1,-1,-1,-1,-1
vg1YbTZWFyLUH3PAyAKVFTYePJc3budRZbW8LboXiu0.rep,Gandalfin,,1151,3070,3780,5103,-1,1892,1901,2392,2398,-1,4731,-1,-1,-1,-1,-1,-1,6226,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
VoSZdV4Y28x_q4j5HbGMk3_bTdMYIDjXyLh45krqW7w.rep,커닝시티도적,,1075,3980,5453,-1,-1,1635,3076,-1,-1,-1,2507,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
VoSZdV4Y28x_q4j5HbGMk3_bTdMYIDjXyLh45krqW7w.rep,성역의문지기,,1238,3056,5080,6306,6928,1775,4664,-1,-1,-1,2513,-1,-1,-1,-1,-1,-1,6501,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
vR55WH8NIYKy3y0jUJiObYxcVDulHypOVUwKkWsy6l8.rep,RisedByWolves,,1124,2765,2782,3253,5057,1797,1804,-1,-1,-1,2707,-1,4828,-1,-1,-1,-1,5557,-1,-1,-1,-1,6341,-1,-1,-1,-1,-1,-1,-1,-1,-1
VUgEsqfCJf_mJ-MwzfkvyIA0tT8_cG6xYObdEN-7YEw.rep,J.Robert Oppenheimer,,1190,3523,4365,-1,-1,1840,2560,5343,-1,-1,5650,-1,-1,-1,-1,-1,-1,4722,-1,-1,-1,-1,5709,-1,-1,-1,-1,-1,-1,-1,-1,-1
VUgEsqfCJf_mJ-MwzfkvyIA0tT8_cG6xYObdEN-7YEw.rep,비두로기,,1308,3220,4383,6537,-1,1886,2531,-1,-1,-1,4300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
wFeUWGQx7IOKjnvyIQnxn_03mSpStY0BX197Vj3mwNA.rep,Hyyr,,1200,3032,4587,-1,-1,1919,2572,-1,-1,-1,3643,-1,-1,-1,-1,-1,-1,3990,-1,-1,-1,-1,5243,5637,6469,6682,-1,-1,-1,-1,-1,-1
WHNqNXC3HeUzHr8DGos9dGMMAJxZijv8wht8nO5yIzM.rep,Cool With You,,1196,4273,6829,-1,-1,2996,4029,4880,-1,-1,4968,-1,6744,-1,-1,-1,-1,1915,-1,-1,-1,-1,2753,-1,-1,-1,-1,-1,-1,-1,3522,3898
WSET05pL9s8M9eVTOi8W2aXXAAvD8qcLYc1AjymI51E.rep,ETA,,1175,3915,5314,-1,-1,1968,5143,5226,-1,-1,2301,3334,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
WSET05pL9s8M9eVTOi8W2aXXAAvD8qcLYc1AjymI51E.rep,obj,,941,1081,3909,4729,-1,1667,1747,2249,-1,-1,3097,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
xKXwjehOz0FnDEH3nC5eJcZbCc15ZYTXI-t6xwcSEBA.rep,Spicy,,1217,3159,4335,7111,-1,1956,2405,-1,-1,-1,3432,6684,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
xKXwjehOz0FnDEH3nC5eJcZbCc15ZYTXI-t6xwcSEBA.rep,매너있는사람,,1087,4302,6460,6760,-1,1903,2835,-1,-1,-1,2294,6639,-1,-1,-1,-1,-1,4508,-1,-1,-1,-1,5330,7051,-1,-1,-1,-1,-1,-1,-1,-1
xnBony-3DN1DqyhHLzgu5UEcNgGquh2mkfTpvDo06FQ.rep,EastHampton,,1252,3061,3938,4840,4887,1902,2561,-1,-1,-1,4476,-1,-1,-1,-1,-1,-1,4168,-1,-1,-1,-1,5522,5633,6379,6401,6594,-1,-1,-1,-1,-1
xy-s6Av9w7LvvjNx0vx0FPgwrmwtLuaC_RqZokIvUz8.rep,iCe,,1145,2967,3991,6337,6803,1848,2419,6167,-1,-1,3828,-1,-1,-1,-1,-1,-1,6881,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
xy-s6Av9w7LvvjNx0vx0FPgwrmwtLuaC_RqZokIvUz8.rep,Mafell,,1120,2356,2977,3255,4141,1892,2828,-1,-1,-1,2760,4467,-1,-1,-1,-1,-1,5886,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
yspzDrSXdaUdWbuxt9-aivPLzrflC4fGVZAfw9eIou8.rep,Spicy,,1218,4359,-1,-1,-1,3851,4992,-1,-1,-1,4951,5084,-1,-1,-1,-1,-1,1953,-1,-1,-1,-1,2942,-1,-1,-1,-1,-1,-1,-1,3754,-1
yspzDrSXdaUdWbuxt9-aivPLzrflC4fGVZAfw9eIou8.rep,obj,,1071,3550,5560,-1,-1,1724,2334,-1,-1,-1,3784,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
ytcJQcVPUo4JW8Ig43cQEm1qUJ6P6gAorYySf4hcnSo.rep,EastHampton,,1162,3169,4411,4712,5755,1804,2567,-1,-1,-1,5702,-1,-1,-1,-1,-1,-1,5313,-1,-1,-1,-1,6449,6759,7066,-1,-1,-1,-1,-1,-1,-1
YUFkytxDBEePkAqURhPVIQc2_j-yANXDTvlWly4kPqQ.rep,durrrrrrrrr.,,1115,2914,3385,3777,3786,1761,2366,-1,-1,-1,5504,-1,-1,-1,-1,-1,-1,4728,-1,-1,-1,-1,5557,5566,5936,6205,6511,-1,-1,-1,-1,-1
z4-bwsXiV3tIv5HGb3Bsxj15PknSyeM_oaa-HYilDAI.rep,Spicy,,1161,4224,6991,-1,-1,3854,5611,-1,-1,-1,5012,6877,-1,-1,-1,-1,-1,1902,-1,-1,-1,-1,2861,-1,-1,-1,-1,-1,-1,-1,3490,-1
ZIhH835Nc0ZA621-1V-cNtASkQd-A5BBer5kqoJxl04.rep,abudabiiii,,1202,3122,3679,4233,5698,1993,2615,-1,-1,-1,5084,-1,-1,-1,-1,-1,-1,5443,-1,-1,-1,-1,6632,-1,-1,-1,-1,-1,-1,-1,-1,-1
ZIhH835Nc0ZA621-1V-cNtASkQd-A5BBer5kqoJxl04.rep,iCe,,1193,2823,4388,5676,-1,1881,2437,-1,-1,-1,5255,-1,-1,-1,-1,-1,-1,5534,-1,-1,-1,-1,6353,-1,-1,-1,-1,-1,-1,-1,-1,-1
Ztqn5-EHd9SpH4JnROI6-2XQBMc4xivk1nte4jCmlQI.rep,Hyyr,,1167,2971,4661,6737,-1,1846,-1,-1,-1,-1,2218,-1,5095,-1,-1,-1,-1,5223,-1,-1,-1,-1,5941,6268,-1,-1,-1,-1,-1,-1,-1,-1
ZuaqYdIWXoGVzIjwIfQgCQWSAI0w4kGZ3jdA80AE08I.rep,Gandalfin,,1122,1130,3560,5182,-1,1823,4630,-1,-1,-1,2325,-1,-1,-1,-1,-1,-1,5554,-1,-1,-1,-1,7049,7094,-1,-1,-1,-1,-1,-1,-1,-1
ZuaqYdIWXoGVzIjwIfQgCQWSAI0w4kGZ3jdA80AE08I.rep,MrClean,,1146,2801,5264,6158,-1,1728,2252,5984,-1,-1,3040,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
ZY-iPP_uWidqFoQvG03J9Pd3ESR_WxbWAB8ILNAyTdM.rep,ETA,,1138,1172,3485,4537,6527,1736,3953,-1,-1,-1,2270,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
ZY-iPP_uWidqFoQvG03J9Pd3ESR_WxbWAB8ILNAyTdM.rep,벌쳐너무약해요,,1270,4566,4592,-1,-1,3163,5831,-1,-1,-1,5128,-1,-1,-1,-1,-1,-1,2159,-1,-1,-1,-1,3041,3384,-1,-1,-1,-1,-1,-1,4275,-1
ZY3_BfJqcePdANSTqEi0VZ_VivqKsIprUp_ggE1Rcz8.rep,morfy,,1145,2357,4886,-1,-1,1886,6216,6634,-1,-1,3008,-1,-1,-1,-1,-1,-1,3224,-1,-1,-1,-1,4066,7119,-1,-1,-1,-1,-1,-1,-1,-1
ZY3_BfJqcePdANSTqEi0VZ_VivqKsIprUp_ggE1Rcz8.rep,FoxSonyFox,,1221,3252,5024,6357,-1,1823,2212,-1,-1,-1,6000,-1,-1,-1,-1,-1,-1,3737,-1,-1,-1,-1,6103,6130,-1,-1,-1,-1,-1,-1,-1,-1
ZY3_BfJqcePdANSTqEi0VZ_VivqKsIprUp_ggE1Rcz8.rep,RisedByWolves,,1166,1175,2588,4961,5783,1788,1795,1802,-1,-1,2157,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
